지역,시,구,동,방,화장실,주방,거실,전용 면적,건물 유형,엘리베이터,주차 여부,임대료(1주),관리비용,청소비용,보증금,계약일수,총일수,예약률
서울특별시,강서구,마곡동,, 1, 1, 0, 0,5,오피스텔,있음,유료주차,"230,000","55,000","55,000","330,000",15,103,0.146
부산광역시,수영구,민락동,, 2, 1, 0, 1,9,오피스텔,있음,무료주차(선착순),"420,000","60,000","80,000","330,000",82,103,0.796
서울특별시,양천구,신월동,, 1, 1, 1, 1,9,오피스텔,있음,불가능,"210,000","60,000","100,000","330,000",57,103,0.553
인천광역시,서구,청라동,, 2, 2, 1, 1,18,오피스텔,있음,무료주차(여유),"480,000","99,000","99,000","330,000",36,103,0.35
서울특별시,송파구,방이동,, 1, 1, 0, 0,10,오피스텔,있음,불가능,"360,000","40,000","40,000","330,000",42,103,0.408
인천광역시,연수구,송도동,, 3, 2, 1, 1,25,아파트,있음,무료주차(여유),"490,000","70,000","100,000","330,000",59,103,0.573
서울특별시,강서구,화곡동,, 3, 1, 1, 1,15,연립빌라,있음,무료주차(선착순),"260,000","60,000","200,000","330,000",0,103,0
서울특별시,도봉구,창동,, 1, 1, 0, 0,5,오피스텔,있음,불가능,"220,000","40,000",0,"330,000",65,103,0.631
제주특별자치도,서귀포시,성산읍,, 1, 1, 1, 1,14,단독주택,없음,무료주차(여유),"350,000","10,000",0,"330,000",58,103,0.563
서울특별시,관악구,봉천동,, 1, 0, 0, 0,5,쉐어하우스,있음,무료주차(여유),"230,000","40,000","40,000","330,000",0,103,0
서울특별시,동작구,사당동,, 2, 1, 1, 1,22,복층연립빌라,있음,무료주차(여유),"650,000","70,000",0,"330,000",92,103,0.893
경기도,광주시,능평동,, 3, 2, 1, 1,16,연립빌라,있음,무료주차(여유),"230,000","50,000","70,000","330,000",2,103,0.019
서울특별시,강서구,화곡동,, 2, 1, 1, 1,7,연립빌라,있음,무료주차(선착순),"200,000","60,000","100,000","330,000",0,103,0
서울특별시,중구,신당동,, 2, 1, 1, 1,16,아파트,있음,불가능,"380,000","40,000","50,000","330,000",90,103,0.874
충청남도,아산시,모종동,, 3, 2, 1, 1,36,아파트,없음,무료주차(선착순),"200,000","50,000","50,000","330,000",0,103,0
경기도,의정부시,민락동,, 2, 1, 1, 1,18,복층상가주택,없음,무료주차(여유),"320,000","30,000","50,000","330,000",9,103,0.087
서울특별시,송파구,오금동,, 1, 1, 1, 0,6,아파트,있음,무료주차(여유),"290,000","30,000","30,000","330,000",41,103,0.398
경기도,수원시,권선구,세류동, 1, 1, 1, 1,12,아파트,있음,유료주차,"368,000","35,000","50,000","330,000",46,103,0.447
서울특별시,송파구,방이동,, 1, 1, 1, 1,9,오피스텔,있음,유료주차,"380,000","120,000","80,000","330,000",53,103,0.515
대전광역시,서구,도마동,, 1, 1, 1, 0,4,원룸건물,없음,무료주차(선착순),"60,000","35,000","5,000","330,000",7,103,0.068
인천광역시,서구,원당동,, 1, 1, 1, 1,9,복층오피스텔,있음,무료주차(여유),"340,000","70,000","70,000","330,000",6,103,0.058
경기도,안산시,단원구,성곡동, 3, 1, 1, 1,12,오피스텔,있음,무료주차(여유),"280,000","50,000","50,000","330,000",20,103,0.194
서울특별시,강서구,마곡동,, 1, 1, 0, 0,5,오피스텔,있음,무료주차(여유),"230,000","60,000","60,000","330,000",91,103,0.883
경기도,안산시,단원구,성곡동, 1, 1, 1, 1,6,복층오피스텔,있음,무료주차(여유),"150,000","90,000",0,"330,000",26,103,0.252
경기도,부천시,원미구,원미동, 3, 2, 1, 1,14,연립빌라,있음,무료주차(선착순),"100,000","120,000","100,000","330,000",12,103,0.117
경기도,고양시,일산서구,대화동, 1, 0, 0, 0,5,고시원,있음,무료주차(선착순),"99,000",0,0,"100,000",0,103,0
부산광역시,연제구,거제동,, 1, 1, 1, 0,7,원룸건물,있음,무료주차(선착순),"99,000","50,000","50,000","330,000",18,103,0.175
경상북도,김천시,남면,, 2, 2, 1, 1,20,복층원룸건물,없음,무료주차(여유),"350,000","5,000","70,000","330,000",0,103,0
서울특별시,노원구,하계동,, 2, 1, 1, 0,15,아파트,있음,무료주차(선착순),"340,000","70,000","50,000","330,000",19,103,0.184
부산광역시,해운대구,우동,, 1, 1, 1, 0,7,오피스텔,있음,유료주차,"220,000","50,000","80,000","330,000",0,103,0
부산광역시,동래구,안락동,, 2, 1, 1, 1,16,오피스텔,있음,무료주차(여유),"325,000","50,000","70,000","330,000",0,103,0
제주특별자치도,제주시,연동,, 1, 1, 1, 0,7,원룸건물,있음,무료주차(선착순),"180,000","50,000","50,000","330,000",49,103,0.476
서울특별시,동작구,노량진동,, 1, 1, 0, 0,2,고시원,없음,불가능,"100,000",0,"30,000","100,000",0,103,0
경기도,용인시,기흥구,상하동, 1, 1, 0, 0,5,상가주택,없음,무료주차(선착순),"140,000","30,000","75,000","330,000",38,103,0.369
세종특별자치시,종촌동,640,, 3, 2, 1, 1,29,아파트,있음,무료주차(여유),"300,000","80,000","60,000","330,000",2,103,0.019
제주특별자치도,제주시,조천읍,, 1, 1, 0, 0,5,원룸건물,없음,무료주차(여유),"140,000","20,000",0,"330,000",30,103,0.291
경기도,수원시,권선구,세류동, 1, 1, 1, 1,6,오피스텔,있음,무료주차(여유),"220,000","40,000","20,000","330,000",77,103,0.748
서울특별시,종로구,내수동,, 1, 1, 1, 0,12,오피스텔,있음,유료주차,"450,000","80,000","50,000","330,000",40,103,0.388
서울특별시,동작구,노량진동,, 1, 1, 0, 0,2,고시원,없음,불가능,"100,000",0,"30,000","100,000",0,103,0
서울특별시,강서구,화곡동,, 1, 1, 1, 1,5,연립빌라,있음,무료주차(여유),"200,000","60,000","100,000","330,000",62,103,0.602
강원특별자치도,원주시,우산동,, 1, 1, 1, 1,15,원룸건물,없음,무료주차(선착순),"110,000","25,000","35,000","330,000",0,103,0
서울특별시,송파구,방이동,, 2, 1, 1, 1,13,연립빌라,있음,무료주차(선착순),"450,000","85,000","95,000","330,000",89,103,0.864
인천광역시,미추홀구,주안동,, 1, 1, 1, 0,6,원룸건물,없음,무료주차(선착순),"150,000","30,000","30,000","330,000",27,103,0.262
인천광역시,미추홀구,용현동,, 1, 1, 0, 0,6,원룸건물,있음,무료주차(여유),"150,000","30,000","30,000","330,000",12,103,0.117
경기도,수원시,영통구,신동, 1, 1, 1, 0,7,원룸건물,있음,무료주차(선착순),"190,000","60,000","40,000","330,000",52,103,0.505
서울특별시,서초구,서초동,, 1, 1, 0, 0,3,고시원,있음,불가능,"245,000",0,0,"100,000",8,103,0.078
서울특별시,중랑구,묵동,, 1, 1, 0, 0,7,원룸건물,없음,불가능,"250,000","30,000",0,"330,000",13,103,0.126
서울특별시,강남구,대치동,, 1, 1, 1, 1,10,오피스텔,있음,유료주차,"400,000","100,000","50,000","330,000",11,103,0.107
인천광역시,서구,청라동,, 1, 1, 0, 0,7,오피스텔,있음,무료주차(여유),"210,000","50,000","50,000","330,000",26,103,0.252
서울특별시,관악구,신림동,, 1, 1, 0, 0,4,원룸건물,없음,불가능,"150,000","25,000","50,000","330,000",20,103,0.194
서울특별시,양천구,신월동,, 2, 1, 1, 1,16,오피스텔,있음,무료주차(여유),"210,000","50,000","50,000","330,000",49,103,0.476
경기도,수원시,권선구,고색동, 2, 1, 1, 1,30,단독주택,없음,무료주차(여유),"280,000","100,000","150,000","330,000",32,103,0.311
경기도,수원시,권선구,고색동, 1, 1, 1, 1,12,단독주택,없음,무료주차(여유),"180,000","50,000","100,000","330,000",0,103,0
대구광역시,달서구,진천동,, 2, 1, 1, 0,9,연립빌라,없음,무료주차(선착순),"120,000","20,000",0,"330,000",50,103,0.485
서울특별시,강남구,역삼동,, 1, 1, 1, 1,10,오피스텔,있음,유료주차,"400,000","100,000","100,000","330,000",48,103,0.466
충청남도,천안시,동남구,, 1, 1, 1, 1,10,아파트,있음,무료주차(여유),"180,000","70,000","30,000","330,000",3,103,0.029
서울특별시,강서구,화곡동,, 2, 1, 1, 1,13,오피스텔,있음,무료주차(여유),"435,000","70,000","50,000","330,000",14,103,0.136
서울특별시,강서구,화곡동,, 2, 1, 1, 1,13,오피스텔,있음,무료주차(여유),"435,000","70,000","50,000","330,000",5,103,0.049
서울특별시,강남구,역삼동,, 1, 1, 0, 0,7,원룸건물,있음,무료주차(선착순),"230,000","20,000",0,"330,000",53,103,0.515
서울특별시,송파구,잠실동,, 1, 0, 0, 0,2,고시원,있음,유료주차,"85,000",0,"10,000","100,000",0,103,0
제주특별자치도,제주시,오라삼동,, 1, 1, 1, 1,13,연립빌라,있음,무료주차(여유),"74,000","99,000","50,000","330,000",103,103,1
경상북도,포항시,북구,죽도동, 1, 1, 1, 0,9,원룸건물,없음,무료주차(여유),"150,000","30,000",0,"330,000",3,103,0.029
울산광역시,북구,구유동,, 1, 1, 1, 1,18,오피스텔,있음,무료주차(여유),"400,000",0,"30,000","330,000",6,103,0.058
광주광역시,남구,월산동,, 3, 1, 1, 1,27,아파트,있음,무료주차(선착순),"200,000","30,000","30,000","330,000",25,103,0.243
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,연립빌라,있음,무료주차(선착순),"200,000","60,000","100,000","330,000",17,103,0.165
서울특별시,관악구,봉천동,, 1, 1, 1, 1,8,원룸건물,없음,불가능,"220,000","60,000","50,000","330,000",41,103,0.398
경상남도,남해군,미조면,, 1, 1, 0, 0,10,복층펜션,없음,무료주차(여유),"170,000","30,000",0,"330,000",72,103,0.699
서울특별시,송파구,문정동,, 2, 1, 1, 0,12,아파트,있음,유료주차,"475,000","90,000","200,000","330,000",40,103,0.388
경기도,하남시,망월동,, 1, 1, 1, 1,8,오피스텔,있음,유료주차,"270,000","85,000","75,000","330,000",16,103,0.155
대전광역시,서구,도마동,, 1, 1, 1, 0,5,원룸건물,없음,무료주차(선착순),"60,000","35,000","5,000","330,000",20,103,0.194
서울특별시,광진구,화양동,, 1, 1, 1, 1,5,복층오피스텔,있음,유료주차,"380,000","80,000","70,000","330,000",37,103,0.359
경기도,안산시,상록구,부곡동, 2, 1, 1, 1,9,연립빌라,있음,무료주차(선착순),"180,000","60,000","100,000","330,000",1,103,0.01
서울특별시,성북구,삼선동3가,, 3, 2, 1, 1,24,연립빌라,있음,무료주차(선착순),"350,000","60,000","100,000","330,000",62,103,0.602
전북특별자치도,전주시,완산구,, 1, 1, 1, 0,7,원룸건물,없음,무료주차(선착순),"200,000","10,000","50,000","330,000",17,103,0.165
서울특별시,광진구,중곡동,, 2, 1, 1, 1,15,연립빌라,있음,무료주차(여유),"690,000","50,000","50,000","330,000",0,103,0
광주광역시,동구,동명동,, 1, 1, 0, 0,6,고시원,없음,무료주차(선착순),"110,000","10,000",0,"100,000",4,103,0.039
인천광역시,연수구,송도동,, 3, 2, 1, 1,26,오피스텔,있음,무료주차(여유),"480,000","90,000","60,000","330,000",14,103,0.136
광주광역시,동구,동명동,, 1, 1, 0, 0,6,고시원,없음,무료주차(선착순),"110,000","10,000",0,"100,000",4,103,0.039
인천광역시,연수구,송도동,, 3, 2, 1, 1,26,오피스텔,있음,무료주차(여유),"480,000","90,000","60,000","330,000",14,103,0.136
경기도,안산시,상록구,일동, 1, 1, 0, 0,7,호텔,있음,무료주차(선착순),"500,000","10,000","10,000","330,000",0,103,0
서울특별시,강남구,역삼동,, 1, 1, 1, 0,6,오피스텔,있음,유료주차,"290,000","60,000","70,000","330,000",77,103,0.748
부산광역시,수영구,수영동,, 1, 1, 1, 0,13,복층오피스텔,있음,유료주차,"230,000","70,000","85,000","330,000",9,103,0.087
강원특별자치도,강릉시,안현동,, 1, 1, 1, 0,8,호텔,있음,무료주차(여유),"230,000","60,000","30,000","330,000",0,103,0
서울특별시,용산구,서빙고동,, 2, 1, 1, 1,13,단독주택,없음,무료주차(여유),"150,000","40,000","20,000","330,000",41,103,0.398
서울특별시,강남구,역삼동,, 1, 1, 1, 0,6,오피스텔,있음,유료주차,"450,000",0,0,"330,000",18,103,0.175
울산광역시,북구,중산동,, 1, 1, 1, 1,9,복층원룸건물,없음,무료주차(여유),"200,000","100,000","100,000","330,000",3,103,0.029
강원특별자치도,춘천시,후평동,, 3, 2, 1, 1,33,아파트,있음,무료주차(여유),"680,000","70,000","50,000","330,000",1,103,0.01
서울특별시,은평구,불광동,, 1, 1, 1, 0,5,원룸건물,없음,무료주차(선착순),"170,000","40,000","50,000","330,000",50,103,0.485
서울특별시,종로구,명륜4가,, 1, 1, 1, 0,3,단독주택,없음,불가능,"140,000","10,000","30,000","330,000",60,103,0.583
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"75,000","17,500","10,000","100,000",0,103,0
서울특별시,서초구,서초동,, 2, 1, 1, 1,14,오피스텔,있음,유료주차,"1,000,000","50,000","50,000","330,000",12,103,0.117
경기도,화성시,병점동,, 3, 2, 1, 1,31,아파트,있음,무료주차(여유),"470,000","80,000","100,000","330,000",73,103,0.709
부산광역시,중구,중앙동4가,, 1, 1, 0, 0,5,원룸건물,없음,유료주차,"120,000",0,0,"330,000",0,103,0
서울특별시,강남구,신사동,, 1, 1, 0, 0,3,고시원,없음,불가능,"220,000",0,0,"100,000",8,103,0.078
서울특별시,강서구,화곡동,, 2, 1, 1, 1,7,연립빌라,있음,무료주차(선착순),"200,000","60,000","100,000","330,000",2,103,0.019
서울특별시,성북구,장위동,, 2, 1, 1, 1,13,연립빌라,있음,무료주차(여유),"450,000","5,000","60,000","330,000",19,103,0.184
부산광역시,중구,중앙동1가,, 1, 1, 1, 1,9,오피스텔,있음,유료주차,"390,000","50,000","30,000","330,000",30,103,0.291
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,아파트,있음,무료주차(선착순),"230,000","70,000","100,000","330,000",6,103,0.058
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,연립빌라,있음,무료주차(선착순),"230,000","60,000","100,000","330,000",22,103,0.214
서울특별시,강서구,화곡동,, 3, 2, 1, 1,15,연립빌라,있음,무료주차(선착순),"180,000","50,000",0,"330,000",72,103,0.699
서울특별시,강남구,도곡동,, 3, 1, 1, 1,18,연립빌라,없음,무료주차(여유),"270,000","10,000","10,000","330,000",16,103,0.155
전북특별자치도,군산시,나운동,, 1, 1, 1, 0,8,오피스텔,있음,무료주차(여유),"200,000","70,000","50,000","330,000",6,103,0.058
대구광역시,수성구,만촌동,, 1, 1, 1, 1,5,원룸건물,없음,무료주차(선착순),"130,000","20,000","30,000","330,000",47,103,0.456
서울특별시,강남구,삼성동,, 1, 1, 1, 1,10,오피스텔,있음,유료주차,"350,000","80,000","50,000","330,000",35,103,0.34
서울특별시,서초구,서초동,, 1, 1, 0, 0,3,고시원,있음,유료주차,"160,000",0,"20,000","100,000",0,103,0
서울특별시,서초구,서초동,, 1, 1, 0, 0,3,고시원,없음,유료주차,"89,000","25,000","30,000","100,000",13,103,0.126
인천광역시,부평구,부평동,, 2, 1, 1, 1,15,오피스텔,있음,무료주차(선착순),"180,000","50,000",0,"330,000",69,103,0.67
인천광역시,부평구,부평동,, 2, 1, 1, 1,15,오피스텔,있음,무료주차(선착순),"180,000","50,000",0,"330,000",69,103,0.67
서울특별시,영등포구,여의도동,, 1, 1, 1, 1,12,오피스텔,있음,유료주차,"440,000","90,000","50,000","330,000",33,103,0.32
서울특별시,광진구,중곡동,, 2, 1, 1, 1,9,단독주택,없음,불가능,"260,000","50,000","50,000","330,000",38,103,0.369
경기도,광명시,하안동,, 2, 1, 1, 1,18,아파트,있음,무료주차(여유),"600,000","70,000","70,000","330,000",30,103,0.291
서울특별시,강남구,청담동,, 1, 1, 0, 1,12,아파트,있음,유료주차,"907,500","82,500",0,"330,000",12,103,0.117
서울특별시,관악구,봉천동,, 1, 1, 1, 0,8,오피스텔,있음,무료주차(여유),"290,000","70,000","50,000","330,000",36,103,0.35
부산광역시,연제구,연산동,, 1, 1, 1, 1,8,원룸건물,있음,유료주차,"250,000","30,000","60,000","330,000",23,103,0.223
서울특별시,강남구,역삼동,, 1, 1, 1, 1,7,오피스텔,있음,불가능,"390,000","70,000","60,000","330,000",27,103,0.262
서울특별시,강동구,천호동,, 1, 1, 1, 1,7,원룸건물,있음,불가능,"280,000","30,000","80,000","330,000",11,103,0.107
충청남도,천안시,서북구,불당동, 1, 1, 1, 1,16,복층오피스텔,있음,무료주차(여유),"330,000","60,000","50,000","330,000",14,103,0.136
충청북도,청주시,흥덕구,복대동, 1, 1, 1, 1,10,원룸건물,없음,무료주차(선착순),"150,000","50,000","50,000","330,000",55,103,0.534
서울특별시,서대문구,충정로2가,, 1, 1, 1, 0,6,상가주택,없음,불가능,"280,000","30,000","50,000","330,000",16,103,0.155
인천광역시,미추홀구,용현동,, 1, 1, 1, 0,5,원룸건물,있음,불가능,"150,000",0,"20,000","330,000",0,103,0
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"75,000","17,500","10,000","100,000",0,103,0
강원특별자치도,평창군,대관령면,, 1, 1, 1, 0,10,아파트,있음,무료주차(여유),"240,000","40,000","50,000","330,000",39,103,0.379
제주특별자치도,서귀포시,남원읍,, 3, 2, 1, 1,32,연립빌라,있음,무료주차(여유),"550,000","50,000","50,000","330,000",103,103,1
전북특별자치도,전주시,덕진구,, 1, 1, 1, 0,7,원룸건물,없음,무료주차(선착순),"170,000","15,000","10,000","330,000",0,103,0
인천광역시,부평구,부평동,, 3, 2, 1, 1,18,오피스텔,있음,무료주차(선착순),"230,000","50,000",0,"330,000",13,103,0.126
경기도,과천시,과천동,, 1, 1, 1, 1,14,단독주택,없음,무료주차(선착순),"400,000","50,000","30,000","330,000",21,103,0.204
서울특별시,강서구,방화동,, 1, 1, 1, 1,10,복층오피스텔,있음,유료주차,"309,000","55,000","55,000","330,000",10,103,0.097
경기도,시흥시,대야동,, 1, 1, 0, 0,8,아파트,있음,무료주차(여유),"320,000","50,000","20,000","330,000",17,103,0.165
경기도,고양시,일산서구,일산동, 3, 2, 1, 1,33,아파트,있음,무료주차(여유),"700,000",0,0,"330,000",47,103,0.456
서울특별시,양천구,신정동,, 3, 1, 1, 1,12,상가주택,없음,불가능,"490,000","80,000","100,000","330,000",76,103,0.738
경기도,성남시,분당구,정자동, 1, 1, 1, 1,8,오피스텔,있음,무료주차(선착순),"390,000","90,000","50,000","330,000",20,103,0.194
서울특별시,노원구,상계동,, 1, 1, 0, 0,7,아파트,있음,불가능,"350,000","50,000",0,"330,000",101,103,0.981
서울특별시,성동구,하왕십리동,, 2, 1, 1, 1,25,아파트,있음,무료주차(여유),"1,200,000","100,000","70,000","330,000",0,103,0
서울특별시,강남구,논현동,, 1, 1, 1, 0,10,연립빌라,있음,무료주차(선착순),"350,000","30,000","40,000","330,000",60,103,0.583
경기도,광주시,역동,, 3, 2, 1, 1,34,연립빌라,있음,무료주차(여유),"550,000","50,000","100,000","330,000",0,103,0
경기도,고양시,덕양구,도내동, 3, 2, 1, 1,26,상가주택,있음,무료주차(여유),"550,000","90,000","130,000","330,000",21,103,0.204
부산광역시,수영구,민락동,, 1, 1, 0, 1,9,오피스텔,있음,무료주차(선착순),"400,000","100,000","30,000","330,000",0,103,0
충청남도,천안시,서북구,, 1, 1, 1, 1,8,아파트,있음,무료주차(여유),"185,000","40,000","20,000","330,000",16,103,0.155
부산광역시,수영구,광안동,, 1, 1, 1, 0,6,원룸건물,있음,무료주차(선착순),"150,000","30,000",0,"330,000",7,103,0.068
경기도,수원시,영통구,매탄동, 2, 1, 1, 1,25,복층원룸건물,있음,무료주차(여유),"290,000","120,000","100,000","330,000",25,103,0.243
서울특별시,동대문구,장안동,, 1, 1, 1, 0,9,오피스텔,있음,무료주차(선착순),"300,000","40,000","30,000","330,000",0,103,0
서울특별시,송파구,방이동,, 1, 1, 1, 1,10,오피스텔,있음,유료주차,"400,000","60,000","180,000","330,000",62,103,0.602
서울특별시,광진구,중곡동,, 3, 1, 1, 1,15,단독주택,없음,불가능,"390,000","50,000","100,000","330,000",39,103,0.379
경기도,고양시,일산서구,대화동, 2, 1, 1, 1,18,연립빌라,없음,무료주차(선착순),"600,000","50,000","50,000","330,000",13,103,0.126
서울특별시,광진구,중곡동,, 2, 1, 1, 1,10,단독주택,없음,불가능,"290,000","50,000","50,000","330,000",36,103,0.35
충청남도,당진시,송산면,, 1, 1, 1, 0,8,원룸건물,없음,무료주차(여유),"120,000","60,000","60,000","330,000",13,103,0.126
인천광역시,미추홀구,도화동,, 3, 2, 1, 1,27,아파트,있음,무료주차(여유),"480,000","50,000","30,000","330,000",15,103,0.146
부산광역시,서구,서대신동3가,, 2, 1, 1, 1,14,연립빌라,없음,무료주차(여유),"230,000","25,000","30,000","330,000",20,103,0.194
경상남도,통영시,당동,, 1, 1, 0, 0,8,원룸건물,없음,무료주차(여유),"150,000","30,000","50,000","330,000",83,103,0.806
서울특별시,강동구,천호동,, 3, 2, 1, 1,18,연립빌라,있음,무료주차(여유),"1,190,000",0,"120,000","330,000",26,103,0.252
강원특별자치도,속초시,영랑동,, 1, 1, 1, 1,13,오피스텔,있음,무료주차(여유),"300,000","50,000",0,"330,000",14,103,0.136
서울특별시,영등포구,당산동,, 1, 1, 1, 0,7,오피스텔,있음,유료주차,"420,000","70,000","80,000","330,000",69,103,0.67
대구광역시,달서구,용산동,, 1, 1, 1, 0,9,원룸건물,없음,불가능,"110,000","15,000","30,000","330,000",28,103,0.272
경기도,고양시,덕양구,향동동, 3, 2, 1, 1,25,아파트,있음,무료주차(여유),"680,000","60,000","50,000","330,000",53,103,0.515
서울특별시,마포구,상암동,, 1, 1, 0, 0,7,원룸건물,있음,무료주차(여유),"240,000","50,000","50,000","330,000",67,103,0.65
서울특별시,동작구,대방동,, 1, 1, 0, 0,4,원룸건물,없음,불가능,"80,000","50,000","50,000","330,000",6,103,0.058
인천광역시,미추홀구,용현동,, 1, 1, 0, 0,5,원룸건물,없음,불가능,"160,000",0,"20,000","330,000",0,103,0
서울특별시,동작구,대방동,, 1, 1, 0, 0,4,원룸건물,없음,불가능,"80,000","50,000","50,000","330,000",6,103,0.058
인천광역시,미추홀구,용현동,, 1, 1, 0, 0,5,원룸건물,없음,불가능,"160,000",0,"20,000","330,000",0,103,0
서울특별시,광진구,구의동,, 1, 1, 1, 1,5,연립빌라,있음,유료주차,"380,000","55,000","30,000","330,000",19,103,0.184
경상남도,거제시,옥포동,, 2, 1, 1, 1,17,아파트,없음,무료주차(선착순),"130,000","30,000","50,000","330,000",50,103,0.485
경기도,성남시,분당구,구미동, 1, 1, 0, 0,10,복층오피스텔,있음,무료주차(여유),"390,000","80,000","70,000","330,000",20,103,0.194
경상남도,통영시,인평동,, 1, 1, 1, 0,8,원룸건물,없음,무료주차(여유),"100,000","50,000",0,"330,000",6,103,0.058
충청남도,당진시,송산면,, 1, 1, 1, 0,8,원룸건물,없음,무료주차(여유),"120,000","60,000","60,000","330,000",27,103,0.262
서울특별시,강동구,암사동,, 1, 1, 1, 0,8,복층원룸건물,있음,유료주차,"390,000","30,000","15,000","330,000",33,103,0.32
인천광역시,서구,청라동,, 1, 1, 0, 0,9,오피스텔,있음,무료주차(여유),"280,000","20,000",0,"330,000",48,103,0.466
경상북도,구미시,사곡동,, 1, 1, 1, 0,9,원룸건물,없음,무료주차(여유),"120,000","20,000","10,000","330,000",0,103,0
인천광역시,미추홀구,주안동,, 1, 1, 1, 1,7,복층오피스텔,있음,유료주차,"300,000","100,000","30,000","330,000",23,103,0.223
경상북도,경주시,외동읍,, 1, 1, 1, 0,8,원룸건물,없음,무료주차(여유),"200,000",0,"70,000","330,000",0,103,0
서울특별시,마포구,서교동,, 1, 0, 0, 0,2,고시원,없음,유료주차,"130,000","10,000",0,"100,000",0,103,0
경기도,수원시,영통구,원천동, 1, 1, 1, 1,12,오피스텔,있음,무료주차(여유),"650,000","30,000","30,000","330,000",76,103,0.738
서울특별시,서대문구,대현동,, 1, 1, 0, 0,4,게스트하우스,있음,불가능,"280,000","10,000","10,000","330,000",61,103,0.592
서울특별시,마포구,상암동,, 2, 1, 1, 1,21,아파트,있음,유료주차,"700,000","100,000","100,000","330,000",75,103,0.728
서울특별시,서초구,서초동,, 1, 1, 1, 0,3,고시원,있음,무료주차(선착순),"160,000","10,000","25,000","100,000",0,103,0
경기도,성남시,분당구,삼평동, 1, 1, 1, 0,7,오피스텔,있음,무료주차(여유),"430,000","50,000","50,000","330,000",60,103,0.583
경기도,성남시,분당구,삼평동, 1, 1, 1, 0,7,오피스텔,있음,유료주차,"430,000","50,000","50,000","330,000",4,103,0.039
충청남도,서산시,동문동,, 1, 1, 1, 0,6,원룸건물,있음,무료주차(선착순),"150,000","20,000","70,000","330,000",0,103,0
부산광역시,수영구,광안동,, 1, 1, 1, 1,13,오피스텔,있음,유료주차,"280,000","100,000","100,000","330,000",42,103,0.408
광주광역시,남구,월산동,, 1, 1, 1, 0,10,오피스텔,있음,무료주차(선착순),"100,000","30,000","20,000","330,000",10,103,0.097
서울특별시,구로구,신도림동,, 2, 1, 1, 1,9,오피스텔,있음,불가능,"350,000","70,000","50,000","330,000",73,103,0.709
경기도,안양시,동안구,평촌동, 1, 1, 0, 0,13,오피스텔,있음,무료주차(여유),"360,000","80,000","70,000","330,000",81,103,0.786
서울특별시,용산구,동자동,, 1, 1, 0, 0,7,오피스텔,있음,유료주차,"400,000","100,000","60,000","330,000",60,103,0.583
서울특별시,마포구,신공덕동,, 1, 1, 1, 0,10,오피스텔,있음,불가능,"340,000","150,000","50,000","330,000",93,103,0.903
서울특별시,송파구,잠실동,, 1, 1, 0, 0,3,고시원,없음,불가능,"170,000",0,"30,000","100,000",2,103,0.019
서울특별시,종로구,숭인동,, 1, 1, 1, 1,5,오피스텔,있음,불가능,"300,000","40,000","35,000","330,000",27,103,0.262
서울특별시,강남구,역삼동,, 1, 1, 1, 0,10,원룸건물,없음,불가능,"300,000","70,000","60,000","330,000",41,103,0.398
경기도,화성시,영천동,, 1, 1, 1, 1,7,복층오피스텔,있음,무료주차(선착순),"200,000","50,000","50,000","330,000",53,103,0.515
경기도,파주시,탄현면,, 1, 1, 0, 0,6,원룸건물,없음,무료주차(선착순),"80,000","30,000","30,000","330,000",38,103,0.369
경기도,안양시,동안구,관양동, 3, 2, 1, 1,31,오피스텔,있음,무료주차(여유),"690,000","120,000","50,000","330,000",6,103,0.058
서울특별시,송파구,방이동,, 1, 1, 1, 0,6,오피스텔,있음,유료주차,"290,000","70,000","70,000","330,000",51,103,0.495
서울특별시,동작구,사당동,, 1, 1, 1, 0,6,원룸건물,없음,무료주차(선착순),"240,000","30,000","50,000","330,000",59,103,0.573
서울특별시,서초구,서초동,, 1, 1, 1, 1,11,오피스텔,있음,유료주차,"339,000","65,000","70,000","330,000",36,103,0.35
서울특별시,종로구,수송동,, 1, 1, 1, 1,11,오피스텔,있음,유료주차,"420,000","120,000","30,000","330,000",44,103,0.427
서울특별시,노원구,공릉동,, 1, 1, 0, 0,5,오피스텔,있음,유료주차,"229,000","50,000","50,000","330,000",75,103,0.728
경기도,화성시,송동,, 1, 1, 1, 0,9,복층오피스텔,있음,무료주차(선착순),"198,000","70,000","50,000","330,000",52,103,0.505
전북특별자치도,전주시,완산구,, 1, 1, 0, 0,7,원룸건물,없음,무료주차(여유),"99,000","30,000","20,000","330,000",8,103,0.078
서울특별시,양천구,목동,, 1, 1, 1, 1,11,오피스텔,있음,불가능,"310,000","50,000","50,000","330,000",43,103,0.417
서울특별시,용산구,한강로2가,, 1, 1, 1, 0,10,아파트,있음,무료주차(선착순),"520,000","100,000","80,000","330,000",59,103,0.573
부산광역시,부산진구,전포동,, 1, 1, 1, 0,13,원룸건물,있음,무료주차(선착순),"180,000","25,000","15,000","330,000",49,103,0.476
